Row,avg_time,avg_err
WLK21,35.6073784,5.55111512312578e-16
WK20,140.5518102,5.32907051820075e-16
WLK21_CR,35.6073784,1.4210854715202e-15
WK20_CR,140.5518102,7.99360577730113e-16
JL19,415.9428496,5.32907051820075e-16
JL19_CR,415.9428496,6.17284001691587e-15
