Row,avg_time,avg_err
WLK21,6535.4965052,6.48370246381091e-15
WK20,8515.937671,1.49658063719471e-14
WLK21_CR,6535.4965052,6.61692922676593e-15
WK20_CR,8515.937671,1.56763491077072e-14
JL19,15767.8005918,3.2682871520251e-09
JL19_CR,15767.8005918,7.24529867368595e-06
