Row,avg_time,avg_err
WLK21,692.9306204,3.5527136788005e-16
WK20,1923.0047728,3.99680288865056e-16
WLK21_CR,692.9306204,5.32907051820075e-16
WK20_CR,1923.0047728,7.54951656745106e-16
JL19,3730.425792,2.22044604925031e-16
JL19_CR,3730.425792,1.4432899320127e-14
