Row,avg_time,avg_err
WLK21,208.2661402,1.24344978758018e-15
WK20,385.162002,1.37667655053519e-15
WLK21_CR,208.2661402,1.06581410364015e-15
WK20_CR,385.162002,1.4210854715202e-15
JL19,948.7789758,1.14622488256444e-07
JL19_CR,948.7789758,0.000520465620124355
