Row,avg_time,avg_err
WLK21,100.86028452,4.40758540776187e-15
WK20,247.05798627,3.47721851312599e-15
WLK21_CR,100.86028452,4.46975789714088e-15
WK20_CR,247.05798627,3.63709062867201e-15
AN19,520.55480399,7.60502771868232e-15
JL19,613.49550412,1.73647335092397e-06
JL19_CR,613.49550412,0.000305953405421251
