Row,avg_time,avg_err
WLK21,198.4307762,2.35811370430383e-15
WK20,297.1934366,2.69784194983913e-15
WLK21_CR,198.4307762,2.44471110022459e-15
WK20_CR,297.1934366,2.79776202205539e-15
AN19,514.70125615,2.57589316543516e-10
JL19,624.94038325,4.69369942912579e-10
JL19_CR,624.94038325,7.61025101028823e-06
