Row,avg_time,avg_err
WLK21,24.48041736,4.9293902293357e-16
WK20,81.82884038,5.32907051820075e-16
WLK21_CR,24.48041736,5.04041253179821e-16
WK20_CR,81.82884038,6.92779167366098e-16
AN19,364.56312683,6.85074219575199e-14
JL19,215.89876063,3.68594044175552e-16
JL19_CR,215.89876063,1.44662060108658e-14
