Row,avg_time,avg_err
WLK21,20.57948854,1.07469588783715e-15
WK20,33.62088187,1.0857981180834e-15
WLK21_CR,20.57948854,1.0902390101819e-15
WK20_CR,33.62088187,1.13242748511766e-15
AN19,210.34761061,4.44472620930725e-10
JL19,51.14704558,9.52118850428008e-11
JL19_CR,51.14704558,7.67775096615742e-06
