0.524121,0.588531,0.646613,0.710947,0.768998,0.827063,0.885134,0.949506,1.013793,1.077846,NaN,NaN,NaN
1454.38033090466,28.3563248710385,3.33698121414498,8.95139181023019e-05,59.8935305565238,8.53714432480501e-10,9.07940389538453e-13,6.66133814775094e-16,2.22044604925031e-16,2.00950367457153e-13,NaN,NaN,NaN
0.454013,0.516868,0.579528,0.642241,0.704929,0.761436,0.823802,NaN,NaN,NaN,NaN,NaN,NaN
16845.3790613077,0.00332808346126212,2.82544686536212e-07,2.05979677758705e-11,6.66133814775094e-16,4.44089209850063e-16,2.22044604925031e-16,NaN,NaN,NaN,NaN,NaN,NaN
0.498148,0.561067,0.624056,0.687061,0.750016,0.806908,0.869636,NaN,NaN,NaN,NaN,NaN,NaN
38.3929877982509,0.0685333081135184,8.86733741012335e-06,8.87253448489389e-09,1.8052226380405e-13,0,4.86277684785819e-14,NaN,NaN,NaN,NaN,NaN,NaN
0.474834,0.539458,0.604068,0.668674,0.73326,0.791561,0.856213,0.920468,NaN,NaN,NaN,NaN,NaN
384.415802004989,0.888722267128825,761.046774665211,25019.9361153703,46303.8683207186,1.33226762955019e-15,1.77635683940025e-15,1.33226762955019e-15,NaN,NaN,NaN,NaN,NaN
0.437658,0.494386,0.557344,0.620254,0.677047,0.739936,0.802835,0.865717,0.929743,0.99386,1.051203,NaN,NaN
7.25254106700516,2.18100638246242,2.7002349737749,0.288519332374219,6.96536062583242e-06,1.22525847245925e-08,1.36867184252765e-11,3.14193115968919e-14,6.66133814775094e-16,9.99200722162641e-16,6.66133814775094e-16,NaN,NaN
0.486209,0.551921,0.617618,0.683159,0.748648,0.831612,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22.0972909053745,6.28951274330714e-05,5.19268805732054e-08,3.32178728967847e-13,4.44089209850063e-16,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.449936,0.514329,0.578932,0.643303,0.701317,0.759307,0.823437,NaN,NaN,NaN,NaN,NaN,NaN
343.792470528016,0.0473028701534666,6.76486552859679e-05,8.66442828595382e-09,8.88178419700125e-16,4.44089209850063e-16,4.44089209850063e-16,NaN,NaN,NaN,NaN,NaN,NaN
0.451746,0.514914,0.578076,0.641275,0.704417,0.767563,0.824572,0.887815,0.944558,NaN,NaN,NaN,NaN
55.6728072602153,25.0963721072696,0.0121006420508807,4.26409422604293,8.76426176077416e-09,1.10444986489711e-12,2.88657986402541e-15,6.66133814775094e-16,2.22044604925031e-16,NaN,NaN,NaN,NaN
0.504285,0.568752,0.633174,0.691309,0.749879,0.814386,0.87246,0.936533,NaN,NaN,NaN,NaN,NaN
46975.2991278283,0.00940244830465753,8.46680502268882e-05,2.59949350933653e-09,2.22932783344731e-13,4.44089209850063e-16,4.44089209850063e-16,3.37507799486048e-14,NaN,NaN,NaN,NaN,NaN
0.443176,0.506299,0.569573,0.63272,0.695837,0.759005,0.822121,0.879118,0.942216,0.999194,NaN,NaN,NaN
377.884070507299,18.4933983295387,8.02878883777565,30.4027608318446,7.24184564524499e-05,3.22206439307138e-09,3.45297124226818e-11,8.88178419700125e-16,4.44089209850063e-16,5.37347943918576e-14,NaN,NaN,NaN
0.52084,0.585087,0.649111,0.713153,0.777208,0.841218,0.905203,0.969172,1.02694,1.091102,1.155067,1.212797,1.276445
159.010331499487,5.6441031281649,1036.71616077196,25.8050971652381,1062.9481182714,1602.19660755364,2.2462732074402e-07,2.87021961753453e-09,1.91438864760585e-10,1.77635683940025e-15,1.77635683940025e-15,8.88178419700125e-16,5.57331958361829e-13
0.447091,0.511871,0.576647,0.635015,0.693324,0.757989,0.822298,NaN,NaN,NaN,NaN,NaN,NaN
10619.5781336098,0.0286641972254487,1.69272516070684e-05,1.18675071991703e-08,1.93678406645859e-11,6.66133814775094e-16,2.22044604925031e-16,NaN,NaN,NaN,NaN,NaN,NaN
0.459361,0.522843,0.586464,0.649944,0.713496,0.770805,0.828111,0.891245,NaN,NaN,NaN,NaN,NaN
9.39701412098833,34.5110309353959,301.114610649469,0.0313391632841225,4.89618123822311e-10,3.90798504668055e-14,2.22044604925031e-16,8.88178419700125e-16,NaN,NaN,NaN,NaN,NaN
0.479337,0.545764,0.612189,0.672269,0.738636,0.805042,0.871132,NaN,NaN,NaN,NaN,NaN,NaN
4.23134503721635,0.000509345716486198,6.76566844770576e-08,8.37441227474756e-12,2.22044604925031e-16,2.22044604925031e-16,2.8643754035329e-14,NaN,NaN,NaN,NaN,NaN,NaN
0.510976,0.575119,0.639218,0.703565,0.767676,0.831793,0.889599,0.953676,1.017431,NaN,NaN,NaN,NaN
653960.256724034,0.0505448993181465,0.0558006143493883,1.38747519755053,7.98684851588405e-09,2.39186448425244e-12,1.33226762955019e-15,4.44089209850063e-16,1.33226762955019e-15,NaN,NaN,NaN,NaN
0.460997,0.523981,0.58692,0.649811,0.712735,0.775677,0.832439,0.895342,0.952119,1.015043,1.071979,1.128442,NaN
