Row,avg_time,avg_err
WLK21,5.38072292,1.05249142734465e-15
WK20,10.96466688,1.0813572259849e-15
WLK21_CR,5.38072292,1.05249142734465e-15
WK20_CR,10.96466688,1.10578213252666e-15
AN19,1.52378496,1.19601080150744e-10
BTH14,0.98590117,8.80173372830306e-08
JL19,33.93102366,1.26349752882504e-11
JL19_CR,33.93102366,7.14723370113468e-06
