Row,avg_time,avg_err
WLK21,2.50847827,8.54871728961371e-16
WK20,4.77894894,7.61612994892857e-16
WLK21_CR,2.50847827,8.61533067109121e-16
WK20_CR,4.77894894,8.01581023779363e-16
AN19,1.54897971,4.52970994047064e-16
BTH14,0.92658524,2.62968801933994e-08
JL19,35.06479387,1.94569632399055e-07
JL19_CR,35.06479387,0.000342462477726091
