1.481351,1.493391,1.505337,1.517261,1.529184,1.541083,1.553017,1.564891,1.576763,1.58864,1.600504,1.612373,1.624235,1.63609,1.64795,1.659805,1.671642,1.68353,1.69538,1.707251,1.719099,1.730943,1.742781,1.754624,1.766505,1.778357,1.790192,1.802038,1.813881,1.825717,1.837554,1.849435,1.861298,1.873198,1.885053,1.896884,1.908702,1.920537,1.932367,1.944206,1.956104,1.96798,1.979836,1.991704,2.003561,2.015394,2.027285,2.039116,2.050942,2.062783,2.074617,2.086507,2.098345,2.110189,2.122001,2.133818,2.145679,2.157542,2.16937,2.18119,2.193034,2.204865,2.216691,2.228526,2.240367,2.252196,2.264041,2.275886,2.287721,2.299547,2.311379,2.323216,2.335035,2.346874,2.358696,2.370514,2.382351,2.393076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.21631515082044e-05,1.19318856135475e-05,1.15907905415824e-05,1.114397331059e-05,1.05962754628486e-05,9.95334167064321e-06,9.22158890137581e-06,8.40812633939869e-06,7.52064363629401e-06,6.56730089532154e-06,5.55660345513687e-06,4.49727279705492e-06,3.39812095884184e-06,2.26793092217292e-06,1.11534321711737e-06,1.15006298484488e-07,5.22583243345309e-08,1.85718938006119e-08,7.60004104094492e-09,3.40300276846506e-09,1.73634395750355e-09,1.51395851410996e-09,3.88890697422539e-10,6.22172313669012e-10,4.59992044454793e-10,2.9496938225293e-10,1.33909328070558e-10,1.17148069023187e-10,1.25977450693426e-10,8.21152035257455e-11,7.09581282620775e-11,5.96784843764908e-11,3.24738014256809e-11,9.62785406954936e-12,2.83366663467177e-11,2.79629652766289e-11,1.79860570881374e-11,7.44937445062988e-12,6.88737955556462e-12,6.81343870212459e-12,6.04694072592338e-12,8.1556983388964e-12,5.02131669577466e-12,1.7732482149313e-12,1.04694031222152e-12,2.34035013590983e-12,2.92077473318386e-12,2.06323846896339e-12,1.13820064484571e-12,4.23439061592035e-13,4.79394302033143e-13,8.89066598119825e-13,9.88542581126239e-13,6.4037664060379e-13,2.22044604925031e-13,1.04360964314765e-13,2.35811370430383e-13,3.67705865755852e-13,3.32622818177697e-13,1.62092561595273e-13,3.530509218308e-14,4.9960036108132e-14,1.19904086659517e-13,1.40554234917545e-13,9.79216707719388e-14,3.93018950717305e-14,9.54791801177635e-15,2.44249065417534e-14,5.41788836017076e-14,5.35127497869325e-14,2.57571741713036e-14,5.55111512312578e-15,6.21724893790088e-15,1.57651669496772e-14,2.1316282072803e-14,1.73194791841524e-14,7.32747196252603e-15,1.11022302462516e-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.669581,1.681501,1.693417,1.705282,1.717155,1.729019,1.740929,1.752888,1.764765,1.776628,1.788499,1.80036,1.812258,1.824176,1.836099,1.848003,1.859877,1.87177,1.883647,1.895537,1.907432,1.919376,1.93127,1.943175,1.955081,1.966952,1.978778,1.99063,2.002504,2.014405,2.026307,2.03819,2.050081,2.061953,2.073804,2.085702,2.097547,2.109406,2.121285,2.133176,2.145052,2.156902,2.16879,2.180637,2.192495,2.204366,2.216203,2.228042,2.239883,2.251757,2.26364,2.275508,2.287362,2.29922,2.3111,2.322995,2.334882,2.346823,2.358711,2.370562,2.382438,2.394309,2.406147,2.418005,2.429847,2.441692,2.453571,2.465412,2.477264,2.489126,2.500992,2.512834,2.52469,2.536553,2.548423,2.560271,2.572149,2.584028,2.595907,2.607788,2.619629,2.631498,2.643347,2.655207,2.667117,2.679013,2.690911,2.702789,2.714681,2.72651,2.73836,2.750203,2.762065,2.773922,2.78578,2.797645,2.80948,2.821333,2.83317,2.845032,2.856872,2.868722,2.880553,2.892401,2.89981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.55167689147129e-05,2.52153762416718e-05,2.47696704507305e-05,2.41832472798187e-05,2.346024749178e-05,2.26054142493659e-05,2.16241983852505e-05,2.05227396685714e-05,1.93077859957924e-05,1.79866269802709e-05,1.65670258560624e-05,1.50571520189935e-05,1.34655009631501e-05,1.18008125471469e-05,1.00719901898749e-05,8.28802248387106e-06,6.45790602460394e-06,4.59057014934316e-06,2.69480600190164e-06,7.79201053457967e-07,2.43358951657058e-07,6.03198113680037e-08,2.29319412348161e-08,1.6131427305055e-08,4.10510159198907e-09,6.97299240570715e-09,3.30185079278067e-09,3.30428084893697e-09,1.07732489595946e-09,1.38154998552409e-09,1.40179290397668e-09,7.48549666695908e-10,5.92138338362247e-10,2.8501645488177e-10,5.85531179098098e-10,3.4656499892094e-10,2.11182626941309e-10,8.19286860576085e-11,2.16307860512188e-10,2.15461426478214e-10,8.73661143430127e-11,2.38964403820319e-11,7.00488556049095e-11,1.18927090397847e-10,5.20414822346993e-11,9.18598530574855e-12,2.59952059877833e-11,5.24917886934873e-11,3.07895930973245e-11,7.50777218172516e-12,1.2860379428048e-11,2.242117602691e-11,1.57327484373582e-11,4.76907402457982e-12,6.69819755216849e-12,1.1083134410228e-11,8.39239788774648e-12,2.71782596428238e-12,2.36344277482203e-12,5.37347943918576e-12,5.36859445787741e-12,2.07167616395054e-12,4.31210622764411e-13,2.03970174084134e-12,3.15214521151574e-12,1.76303416310475e-12,2.06501482580279e-13,5.98188165668034e-13,1.50324197534246e-12,1.14619425062301e-12,2.91322521661641e-13,2.69562150378988e-13,6.68798350034194e-13,5.6710192097853e-13,2.03836947321179e-13,1.85629289717326e-13,3.566036355096e-13,2.87325718772991e-13,9.01501095995627e-14,8.26005930321116e-14,1.96731519963578e-13,1.84297022087776e-13,6.08402217494586e-14,1.59872115546023e-14,7.94919685631612e-14,1.13242748511766e-13,6.12843109593086e-14,8.43769498715119e-15,2.08721928629529e-14,5.28466159721575e-14,4.48530101948563e-14,1.46549439250521e-14,8.43769498715119e-15,2.1316282072803e-14,2.26485497023532e-14,1.11022302462516e-14,7.105427357601e-15,1.15463194561016e-14,1.11022302462516e-14,4.88498130835069e-15,3.99680288865056e-15,7.54951656745106e-15,7.105427357601e-15,2.66453525910038e-15,8.88178419700125e-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.170532,1.1825,1.194479,1.20636,1.21829,1.230182,1.242057,1.25394,1.265822,1.277704,1.289583,1.301548,1.313454,1.32532,1.337194,1.349079,1.360947,1.372799,1.384693,1.396545,1.408412,1.420286,1.432143,1.444059,1.455902,1.467825,1.479676,1.491546,1.503428,1.515278,1.52714,1.538992,1.550924,1.562781,1.574633,1.586477,1.598403,1.610264,1.622122,1.633999,1.645844,1.657697,1.66956,1.681401,1.693285,1.705131,1.717002,1.728859,1.740714,1.75255,1.764393,1.776238,1.788085,1.799966,1.811828,1.823678,1.835553,1.847413,1.859268,1.871136,1.882998,1.894847,1.906706,1.918565,1.93046,1.942314,1.954171,1.966056,1.977916,1.989796,2.001632,2.013522,2.025387,2.037252,2.049103,2.060956,2.063734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.5653052322383e-05,2.53467791173634e-05,2.48936523101762e-05,2.42973391713086e-05,2.35621050008739e-05,2.26928951887473e-05,2.16953502869544e-05,2.0575776671361e-05,1.93411008031497e-05,1.79988109452189e-05,1.65568813796924e-05,1.50236960876349e-05,1.34079685563115e-05,1.17186579684514e-05,9.96488597015954e-06,8.15585486035886e-06,6.30076719332351e-06,4.40874902585264e-06,2.48877742770048e-06,5.49612820588408e-07,1.74281977294299e-07,4.4632793461119e-08,2.05793839747059e-08,1.25909429549154e-08,5.68114622012672e-09,4.20650270172018e-09,1.95371274713807e-09,1.82610859766896e-09,1.20483267807003e-09,5.49765122315193e-10,6.4378458120018e-10,4.59689175613676e-10,1.36178179843682e-10,3.02489144843321e-10,1.4151568805687e-10,8.36788416336276e-11,9.81721370862942e-11,7.80731035376903e-11,3.16227044550033e-11,3.39968053708617e-11,4.80282480452843e-11,3.34399175017097e-12,2.15436557482462e-11,1.89981363973857e-11,3.5234037909504e-12,8.97948382316827e-12,8.83382256233745e-12,3.05844238823738e-12,2.65387711806397e-12,5.36859445787741e-12,1.21769261340887e-12,1.17061915716477e-12,2.76623168815604e-12,6.52811138479592e-13,5.08926234488172e-13,1.38111744263369e-12,4.00124378074906e-13,2.23820961764432e-13,6.57252030578093e-13,2.87769807982841e-13,6.30606677987089e-14,3.35287353436797e-13,1.80300219199125e-13,9.32587340685131e-15,1.78079773149875e-13,9.72555369571637e-14,8.43769498715119e-15,8.30446822419617e-14,5.90638649100583e-14,4.44089209850063e-15,3.81916720471054e-14,3.64153152077051e-14,1.77635683940025e-15,1.86517468137026e-14,2.1316282072803e-14,1.77635683940025e-15,8.88178419700125e-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.49167,1.505951,1.519698,1.533275,1.546873,1.560578,1.574341,1.587925,1.601504,1.615033,1.628711,1.642287,1.655848,1.669408,1.68301,1.696541,1.710133,1.723781,1.737381,1.750919,1.764469,1.778,1.791588,1.805149,1.818778,1.832346,1.845913,1.859459,1.873075,1.886591,1.900187,1.913757,1.92734,1.940898,1.954525,1.968041,1.981631,1.995309,2.008888,2.02247,2.036338,2.049882,2.063506,2.077131,2.090689,2.104511,2.118146,2.131817,2.145462,2.159112,2.172684,2.186264,2.199932,2.213478,2.227124,2.240716,2.254339,2.267934,2.281586,2.295124,2.308759,2.322328,2.336007,2.349579,2.363215,2.376804,2.390481,2.404126,2.417733,2.431367,2.44577,2.45938,2.473041,2.486726,2.500255,2.513868,2.517554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.19141096752706e-05,1.16883209781982e-05,1.13558657006685e-05,1.09207287508628e-05,1.03876150636673e-05,9.76187876444712e-06,9.04961534220483e-06,8.25765585155125e-06,7.39345185896134e-06,6.46492341505045e-06,5.48031148683847e-06,4.44805844446172e-06,3.37670078454089e-06,2.27475836012125e-06,1.15062096806007e-06,1.2441551788811e-08,6.67125805708935e-08,2.05075414427824e-08,1.52731061131561e-08,7.50706830032755e-09,2.99327562736096e-09,2.01373806518745e-09,2.26341012599107e-09,2.32709518321883e-09,1.19151377653282e-09,3.80584674886109e-10,3.8437186766771e-10,6.07440986399865e-10,6.49617470926955e-10,3.19488213662567e-10,9.56388301887046e-11,1.12329923140919e-10,2.07088790560306e-10,2.17120543766214e-10,1.01284980402738e-10,3.68856056809364e-11,4.03626021494574e-11,7.72260033699013e-11,7.58326734739967e-11,3.96638277777583e-11,1.49087409084814e-11,1.60724766828935e-11,2.88229440315035e-11,2.87272428067809e-11,1.65194524726076e-11,6.49413856024239e-12,6.11133366135164e-12,1.08688613664754e-11,1.16502363312065e-11,7.21800397229799e-12,2.61257682154792e-12,2.17026396853726e-12,4.30988578159486e-12,4.9693582582222e-12,3.11550785170311e-12,9.70112878917462e-13,7.4362738189393e-13,1.8016699243617e-12,2.18514095706723e-12,1.30340183090993e-12,3.17523785042795e-13,2.67785793539588e-13,7.93365373397137e-13,9.57456336436735e-13,5.28910248931425e-13,9.10382880192628e-14,1.0502709812954e-13,3.61266572213026e-13,4.15889545024584e-13,2.05391259555654e-13,2.1094237467878e-14,4.88498130835069e-14,1.65645275274073e-13,1.7696955012525e-13,7.70494779089859e-14,3.77475828372553e-15,6.66133814775094e-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.158439,1.170468,1.182442,1.194398,1.206382,1.218313,1.230248,1.242175,1.254121,1.266085,1.277989,1.289901,1.30179,1.313686,1.32561,1.337516,1.349426,1.361351,1.373253,1.385134,1.397034,1.408934,1.420831,1.432715,1.444602,1.456472,1.468361,1.480297,1.49218,1.504059,1.515944,1.527829,1.53975,1.551658,1.563542,1.575425,1.58732,1.59919,1.61108,1.62296,1.63484,1.646785,1.658728,1.670617,1.682506,1.694376,1.706282,1.71816,1.730048,1.74191,1.753805,1.765714,1.777643,1.789549,1.801428,1.813329,1.825192,1.837066,1.848943,1.860816,1.872705,1.884559,1.896437,1.908297,1.921685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.27793119935049e-05,1.25351219428804e-05,1.21750416997024e-05,1.17034200861621e-05,1.11253112100584e-05,1.04467166572864e-05,9.67445941379985e-06,8.81607047320543e-06,7.87970300075713e-06,6.87400569376884e-06,5.80798421601081e-06,4.69087173060601e-06,3.53199635050316e-06,2.34065076387679e-06,1.12597246904045e-06,4.36729091335408e-07,5.63436426403996e-08,1.77098100628825e-08,3.97630284254546e-09,4.07648359512791e-09,2.40635156245617e-09,6.71044997346826e-10,8.96562601937489e-10,7.47641060172555e-10,1.51879175902536e-10,2.91239254934794e-10,2.95938162864218e-10,4.11830569646554e-11,1.12587716927237e-10,1.31733512986898e-10,7.594147533041e-12,5.26476640061446e-11,5.66215963004879e-11,2.4473756354837e-12,2.44353426381849e-11,2.48712161976528e-11,1.4193091146808e-12,1.10462750058105e-11,1.14352971536391e-11,6.98774371699074e-13,5.06306108150056e-12,5.38258326798768e-12,2.8466118351389e-13,2.38475905689484e-12,2.54574139546548e-12,1.02584607475364e-13,1.14819265206734e-12,1.19970700040994e-12,3.70814490224802e-14,5.58664225991379e-13,5.61772850460329e-13,1.86517468137026e-14,2.68451927354363e-13,2.66453525910038e-13,9.32587340685131e-15,1.27675647831893e-13,1.27675647831893e-13,3.77475828372553e-15,6.10622663543836e-14,6.17284001691587e-14,1.33226762955019e-15,2.97539770599542e-14,2.97539770599542e-14,2.22044604925031e-16,2.22044604925031e-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
