Row,avg_time,avg_err
WLK21,1.06000652,6.06181771445335e-16
WK20,1.47706131,7.54951656745106e-16
WLK21_CR,1.06000652,6.46149800331841e-16
WK20_CR,1.47706131,6.83897383169096e-16
AN19,1.02419771,1.79244692422031e-10
BTH14,0.83862039,1.18808427163053e-07
JL19,2.67042139,9.25403753626597e-12
JL19_CR,2.67042139,7.35064367163529e-06
