Row,avg_time,avg_err
WLK21,0.75559007,5.6843418860808e-16
WK20,2.90013037,4.48530101948563e-16
WLK21_CR,0.75559007,5.08482145278322e-16
WK20_CR,2.90013037,5.35127497869325e-16
AN19,1.35999516,4.86344298167296e-14
BTH14,0.86433705,3.2049997813477e-08
JL19,8.76894108,1.15380931367648e-06
JL19_CR,8.76894108,1.15380932881326e-06
