Row,avg_time,avg_err
WLK21,2.63410058,5.32907051820075e-16
WK20,9.02367589,4.49640324973188e-16
WLK21_CR,2.63410058,5.67323965583455e-16
WK20_CR,9.02367589,5.51780843238703e-16
AN19,173.18469877,8.32200974798525e-14
JL19,21.95545335,9.64520590213747e-05
JL19_CR,21.95545335,9.6461288748958e-05
