Row,avg_time,avg_err
WLK21,168.37858991,2.35811370430383e-15
WK20,256.94706184,2.61346499996762e-15
WLK21_CR,168.37858991,2.44471110022459e-15
WK20_CR,256.94706184,2.79776202205539e-15
AN19,476.16584977,2.57589316543516e-10
JL19,400.15370551,4.69369958455701e-10
JL19_CR,400.15370551,7.61025101028823e-06
