Row,avg_time,avg_err
WLK21,19.99269534,1.07469588783715e-15
WK20,32.7325417,1.0902390101819e-15
WLK21_CR,19.99269534,1.0902390101819e-15
WK20_CR,32.7325417,1.13242748511766e-15
AN19,206.32113956,4.44472620930725e-10
JL19,50.73035529,9.52118361929877e-11
JL19_CR,50.73035529,7.67775096615742e-06
