0.822412,0.836197,0.849226,0.862234,0.877818,0.890902,0.903837,0.91674,0.929612,0.942533,0.955442,0.968329,0.981256,0.994162,1.007043,1.019926,1.032795,1.045684,1.049369,NaN,NaN,NaN,NaN,NaN,NaN
0.0864901320836395,0.0333897044451437,0.000815373170876876,4.7175553676837e-06,1.79580971648718e-07,1.35032112824618e-07,3.34815337676986e-08,4.08389677630794e-09,3.63335361797112e-10,1.78215442403484e-10,4.6814774279369e-11,4.87831997020294e-12,5.45563594300802e-13,3.04423153352218e-13,6.72795152922845e-14,3.99680288865056e-15,8.88178419700125e-16,2.22044604925031e-16,-4.44089209850063e-16,NaN,NaN,NaN,NaN,NaN,NaN
0.556448,0.568545,0.580744,0.592678,0.604629,0.616501,0.628416,0.640325,0.6522,0.664047,0.675918,0.687787,0.699629,0.711481,0.72333,0.735169,0.747023,0.75888,0.770734,0.782559,0.794468,0.807694,0.810722,NaN,NaN
0.106405910791383,0.035639206492073,0.00201624908338438,4.20330300143767e-05,8.03818991990113e-06,8.01174299347451e-07,1.11322800755431e-07,1.18989393005364e-07,7.02686491216298e-08,1.87899895642829e-08,1.91389615267212e-09,6.74447164783487e-11,1.99965821678916e-10,1.35244260235368e-10,4.18163281779016e-11,6.3833383023848e-12,2.28705943072782e-13,2.27817764653082e-13,2.56239474083486e-13,9.9031893796564e-14,1.82076576038526e-14,8.88178419700125e-16,4.44089209850063e-16,NaN,NaN
0.668695,0.685753,0.702658,0.719503,0.736357,0.753242,0.770324,0.787292,0.804169,0.821024,0.837892,0.854764,0.871603,0.888593,0.905461,0.922391,0.93927,0.956138,0.962271,NaN,NaN,NaN,NaN,NaN,NaN
0.0968411175767807,0.0389385754912173,0.00165512283832792,3.08510314250832e-06,5.43185356471909e-07,2.06770063737594e-07,2.29140471041944e-08,4.98059726794509e-09,1.09793685254544e-09,1.38026035045868e-10,4.06916722539563e-11,9.14490705383741e-12,8.28226376370367e-13,2.02726724296554e-13,7.86037901434611e-14,1.02140518265514e-14,1.33226762955019e-15,8.88178419700125e-16,6.66133814775094e-16,NaN,NaN,NaN,NaN,NaN,NaN
0.565968,0.578544,0.591649,0.604918,0.617828,0.631257,0.643722,0.656204,0.668653,0.681116,0.693615,0.707272,0.719725,0.732195,0.744671,0.757148,0.769641,0.771175,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.0935369702514448,0.0392733134297247,0.00360441423018654,3.25807520096255e-06,7.32181707263635e-07,9.17668332434118e-08,1.66355833552956e-08,5.58387114324432e-09,3.36652039578667e-10,8.32123259186801e-11,2.81958900671953e-11,3.99613675483579e-12,8.04911692853238e-13,6.63913368725844e-14,2.33146835171283e-14,8.65973959207622e-15,0,-2.22044604925031e-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.479173,0.491848,0.507371,0.519715,0.533087,0.546523,0.560287,0.573853,0.587359,0.601463,0.61548,0.629056,0.641296,0.653514,0.668638,0.681214,0.694677,0.707686,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.0791074017679378,0.0286411207763693,0.000704632263519134,2.89855240453996e-06,5.59058922267042e-07,1.82617595712031e-07,2.5025001404444e-08,4.25298463113677e-09,7.02838454103016e-10,2.10770512154568e-10,4.14688283711939e-11,2.482014593852e-12,1.30406796472471e-12,3.80584452841504e-13,1.88737914186277e-14,6.43929354282591e-15,2.44249065417534e-15,6.66133814775094e-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
