0.774875,0.846425,0.918327,0.990031,1.061895,1.126229,1.197595,1.268978,1.3401,NaN,NaN,NaN,NaN,NaN,NaN
1041584.7333329,776.077161546305,201811709.20202,17708803708.185,450.838299140139,340388870.500665,1.59516844178142e-12,1.4210854715202e-14,4.44089209850063e-16,NaN,NaN,NaN,NaN,NaN,NaN
0.634728,0.733401,0.813867,0.8794,0.953296,1.018792,1.091675,1.164087,1.230082,NaN,NaN,NaN,NaN,NaN,NaN
21458.8017420142,270567313.513273,4042.74088301588,20345.6792587108,1258.16788344499,641.959259105247,5.36941668904944e-08,8.88178419700125e-15,4.44089209850063e-16,NaN,NaN,NaN,NaN,NaN,NaN
0.585611,0.655243,0.724671,0.794115,0.860184,0.924247,0.992824,1.055487,1.124805,NaN,NaN,NaN,NaN,NaN,NaN
4057540.41438426,11658.3053946835,466173242.86214,17.5744692784606,0.0103270160360949,4.73889842416142e-05,1.09097810785386e-08,7.97895083337608e-12,4.44089209850063e-16,NaN,NaN,NaN,NaN,NaN,NaN
0.592378,0.664999,0.742136,0.813338,0.885304,0.979831,1.081307,1.173114,1.264844,1.367744,1.461175,1.564538,NaN,NaN,NaN
77729.326793761,29683.8609125981,21145910.4726404,489.528459631934,570.44557920119,99.1080957326366,62965646.553241,4240444.19617185,246317541.201736,495.628680111299,15758472.100121,8.88178419700125e-16,NaN,NaN,NaN
0.597466,0.670232,0.742659,0.808109,0.873381,0.941472,1.010305,1.075367,1.166356,NaN,NaN,NaN,NaN,NaN,NaN
438.186725861333,7.42313485385925,451821.111573351,159.319743076788,336001.961409298,0.000437156850366494,0.00347352586949468,2.0261792244014e-11,2.22044604925031e-16,NaN,NaN,NaN,NaN,NaN,NaN
0.582807,0.678058,0.772285,0.864768,0.934728,1.010373,1.104546,1.198412,NaN,NaN,NaN,NaN,NaN,NaN,NaN
86400.4822875625,777.078870733391,21.906314329342,5961.98942960305,6.02584426090402e-06,2.91310442435133e-09,5.55111512312578e-15,2.22044604925031e-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.614053,0.722448,0.830609,0.936842,1.041568,1.136007,1.240847,1.345235,1.439137,1.544174,NaN,NaN,NaN,NaN,NaN
104747.550437314,79956.5257663014,3648452809.65943,637056013681.206,89046.2020183903,406275.702424223,1.96303369115469e-08,7.11120051732905e-12,2.22044604925031e-15,4.44089209850063e-16,NaN,NaN,NaN,NaN,NaN
0.538615,0.607277,0.67598,0.760811,0.846242,0.930431,1.001585,1.069564,1.151612,1.235115,1.318047,1.392304,1.460095,1.528337,NaN
