Row,avg_time,avg_err
WLK21,0.19140392,5.01820807130571e-16
WK20,0.47649823,4.72955008490317e-16
WLK21_CR,0.19140392,5.35127497869325e-16
WK20_CR,0.47649823,5.83977310952832e-16
AN19,1.50349063,9.05897579173143e-14
BTH14,1.27387511,1.42561032101529e-08
JL19,1.05599702,4.89608353859694e-16
JL19_CR,1.05599702,1.27053922938103e-14
