Row,avg_time,avg_err
WLK21,3.6789344,8.54871728961371e-16
WK20,6.78951203,7.61612994892857e-16
WLK21_CR,3.6789344,8.61533067109121e-16
WK20_CR,6.78951203,8.01581023779363e-16
AN19,2.29094839,4.52970994047064e-16
BTH14,1.39323042,2.62968801933994e-08
JL19,45.06912619,1.94569632399055e-07
JL19_CR,45.06912619,0.000342462477726091
