Row,avg_time,avg_err
WLK21,1.21023416,6.06181771445335e-16
WK20,1.5957284,7.54951656745106e-16
WLK21_CR,1.21023416,6.46149800331841e-16
WK20_CR,1.5957284,6.83897383169096e-16
AN19,1.62257542,1.79244692422031e-10
BTH14,1.33652647,1.18808427163053e-07
JL19,2.93626089,9.25403753626597e-12
JL19_CR,2.93626089,7.35064367163529e-06
