Row,avg_time,avg_err
WLK21,8.61553102,1.05249142734465e-15
WK20,16.06284241,1.0813572259849e-15
WLK21_CR,8.61553102,1.05249142734465e-15
WK20_CR,16.06284241,1.10578213252666e-15
AN19,2.21756545,1.19601080150744e-10
BTH14,1.36051226,8.80173372830306e-08
JL19,47.7641105,1.26349752882504e-11
JL19_CR,47.7641105,7.14723370113468e-06
