Row,avg_time,avg_err
WLK21,1.19059726,6.06181771445335e-16
WK20,1.61455825,7.32747196252603e-16
WLK21_CR,1.19059726,6.46149800331841e-16
WK20_CR,1.61455825,6.83897383169096e-16
AN19,1.72724235,1.79244692422031e-10
BTH14,1.35468851,1.18808427163053e-07
JL19,2.9785496,9.25392429351746e-12
JL19_CR,2.9785496,7.35064367163529e-06
