0.83395,0.920093,1.004919,1.088372,1.182641,1.265591,1.340089,1.422371,1.496664,NaN,NaN
3201.1372855176,0.165796394889813,5.35755052959441e-05,7.18661472554061e-08,1.15341070028308e-11,7.7715611723761e-15,0,0,6.03961325396085e-14,NaN,NaN
0.812929,0.902368,0.989089,1.074271,1.151051,1.228553,1.305192,1.390116,1.475063,1.552263,1.636834
184.856767831737,5.30381259540736,2.83813989122171,85.7484274696608,31.594714380075,1.47548195883473e-10,9.61009050115536e-13,2.22044604925031e-15,4.44089209850063e-16,4.44089209850063e-16,4.30766533554561e-14
0.791566,0.870347,0.949236,1.020658,1.091669,1.162705,1.233468,1.311972,NaN,NaN,NaN
219.953887410417,0.0341197928203874,2.46402644876742e-05,1.43109026851107e-08,4.31108482246145e-11,1.33226762955019e-15,6.66133814775094e-16,1.66533453693773e-13,NaN,NaN,NaN
0.835576,0.917247,0.999745,1.082137,1.203389,1.326564,1.401333,NaN,NaN,NaN,NaN
110.75543329209,0.0135146627225242,1.29881343990945e-06,1.17024767654073e-09,1.79856129989275e-14,2.22044604925031e-16,2.22044604925031e-15,NaN,NaN,NaN,NaN
0.79115,0.868858,0.946374,1.023811,1.093639,1.171014,1.240961,NaN,NaN,NaN,NaN
592.024132867395,0.0135307526250996,7.26307706533369e-06,1.60948077088108e-09,3.77475828372553e-14,2.22044604925031e-16,0,NaN,NaN,NaN,NaN
0.789031,0.86587,0.942621,1.019571,1.088726,1.159112,1.235795,1.312539,1.389207,NaN,NaN
352.077335973375,0.9254765151527,0.000365463404091271,2.02078365152403e-08,1.51941437209757e-09,3.5527136788005e-14,8.88178419700125e-16,8.88178419700125e-16,3.97459842815806e-14,NaN,NaN
0.729208,0.811552,0.893062,0.970561,1.04805,1.125655,1.19556,1.265225,NaN,NaN,NaN
9.36343559235206,0.10001732712378,2350.30369548098,1191.69761853897,1.57545088086408e-11,1.77635683940025e-15,8.88178419700125e-16,4.44089209850063e-16,NaN,NaN,NaN
0.807384,0.893246,0.978999,1.056379,1.133782,1.211193,1.288638,1.374046,NaN,NaN,NaN
9.36076599708847,0.0398668573845291,4.55417643285827e-06,1.02585353545237e-08,8.65940652516883e-11,6.66133814775094e-16,4.44089209850063e-16,3.70814490224802e-14,NaN,NaN,NaN
0.77976,0.85737,0.934964,1.004914,1.082374,1.15989,1.22947,NaN,NaN,NaN,NaN
198.589228508646,0.717604725634931,8.00130961278178e-05,1.00061092744852e-09,1.60005342308978e-12,4.44089209850063e-16,2.22044604925031e-16,NaN,NaN,NaN,NaN
0.827389,0.906915,0.985899,1.064782,1.14376,1.222263,NaN,NaN,NaN,NaN,NaN
8.94596085085311,0.000753670836644682,1.95408822012411e-07,2.4837909506914e-12,4.44089209850063e-16,1.15685239165941e-13,NaN,NaN,NaN,NaN,NaN
0.775399,0.8602,0.944634,1.020542,1.096623,1.172884,1.26366,NaN,NaN,NaN,NaN
267.841269525755,0.0321260403097714,4.41032570708266e-06,1.12816493924583e-08,1.82298620643451e-13,2.22044604925031e-16,8.88178419700125e-16,NaN,NaN,NaN,NaN
0.836241,0.950428,1.064482,1.161535,1.249246,1.340592,1.428356,1.507011,1.592127,NaN,NaN
