0.738177,0.738177,0.748177,0.748177,0.758177,0.758177,0.768177,0.768177,0.768177,0.778177,0.778177,0.788177,0.788177,0.798177,0.808177,0.818177,0.838177,0.848177,0.868177,0.878177,0.898177,0.908177,0.918177,0.938177,0.958177,0.978177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1342.26618792333,22.9370518533255,1.8407328693255,0.862765049325496,0.803394531325496,0.586888493325496,0.365040182325496,0.275393707325496,0.064537033325496,0.00664118832549598,0.000946092325496029,0.000152318325495893,2.54123254959104e-05,4.38232549582196e-06,7.72325496001258e-07,4.53325496030388e-07,4.47325495978035e-07,2.60325495826663e-07,2.60325495826663e-07,2.60325495826663e-07,2.60325495826663e-07,3.8325495888003e-08,2.32549601797416e-09,7.32549598758681e-09,7.32549598758681e-09,7.32549598758681e-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.912944,0.912944,0.922944,0.922944,0.932944,0.932944,0.932944,0.942944,0.942944,0.952944,0.952944,0.962944,0.962944,0.972944,0.982944,0.992944,1.002944,1.022944,1.042944,1.062944,1.072944,1.092944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1489.60761672051,46.9909690805121,4.96961909951209,2.74694647361209,2.48337541821209,1.74328399741209,1.20517562851209,0.352969855512094,0.0508447595120942,0.00788460551209447,0.00140396851209434,0.00025917451209434,4.7435512094296e-05,8.97551209444458e-06,1.72151209421045e-06,3.01512094402767e-07,1.35120945543576e-08,1.35120945543576e-08,1.35120945543576e-08,1.35120945543576e-08,1.35120945543576e-08,1.35120945543576e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.657101,0.657101,0.657101,0.667101,0.667101,0.677101,0.677101,0.687101,0.687101,0.697101,0.697101,0.697101,0.707101,0.707101,0.727101,0.737101,0.747101,0.757101,0.777101,0.797101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1193.39934164947,18.950074639466,1.59721284246596,0.700121967465959,0.652644175465959,0.475742148465959,0.316282717465959,0.192500782465959,0.0168266384659592,0.00182683846595921,0.000259398465959126,4.1738465959229e-05,6.96946595923897e-06,1.24046595906258e-06,2.17465959240215e-07,1.21465959068701e-07,1.74659591234416e-08,1.53404089431319e-09,1.53404089431319e-09,1.53404089431319e-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.732219,0.732219,0.742219,0.742219,0.752219,0.752219,0.752219,0.762219,0.762219,0.772219,0.772219,0.782219,0.782219,0.792219,0.802219,0.822219,0.832219,0.852219,0.862219,0.872219,0.892219,0.902219,0.912219,0.922219,0.942219,0.952219,0.962219,0.982219,1.002219,1.022219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1517.22603400302,33.5027841030213,2.73672480002129,1.32052596302129,1.22968851502129,0.792326450021289,0.742321645021288,0.447006602021288,0.0673801510212884,0.00860489402128839,0.00137014202128838,0.000228339021288271,3.95560212882451e-05,6.76402128840792e-06,1.10402128838949e-06,1.10402128838949e-06,1.10202128844605e-06,1.08702128831517e-06,6.32021288415885e-07,6.31021288333145e-07,5.00021288374342e-07,3.94021288263602e-07,2.2602128835203e-07,1.32021288345996e-07,1.05021288332452e-07,1.8021288239467e-08,1.10212883264182e-08,6.0212883568056e-09,6.0212883568056e-09,6.0212883568056e-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.674493,0.674493,0.684493,0.684493,0.684493,0.694493,0.694493,0.704493,0.704493,0.714493,0.714493,0.724493,0.724493,0.724493,0.744493,0.754493,0.764493,0.774493,0.794493,0.804493,0.814493,0.824493,0.834493,0.854493,0.864493,0.884493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1531.70383109476,32.9071116747621,2.64593615976214,1.30850035376214,1.18362039076214,0.877682541762142,0.546828281762142,0.447826725762142,0.106817893762142,0.0124564947621419,0.00191499476214196,0.00031943876214191,5.44197621419329e-05,9.49776214187459e-06,1.6407621419301e-06,9.6176214192667e-07,9.6176214192667e-07,7.60762141949201e-07,7.40762141848705e-07,6.62762142056295e-07,1.00762141963529e-07,8.76214190093094e-09,1.76214198788216e-09,6.23785800790699e-09,6.23785800790699e-09,6.23785800790699e-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
