Row,avg_time,avg_err
WLK21,8.35946268,1.05249142734465e-15
WK20,15.64459132,1.0813572259849e-15
WLK21_CR,8.35946268,1.05249142734465e-15
WK20_CR,15.64459132,1.10578213252666e-15
AN19,2.38585021,1.19601080150744e-10
BTH14,1.47404156,8.80173372830306e-08
JL19,46.03736121,1.26350530038621e-11
JL19_CR,46.03736121,7.14723370113468e-06
