Row,avg_time,avg_err
WLK21,0.61133954,8.59312621059871e-16
WK20,0.66525968,6.92779167366098e-16
WLK21_CR,0.61133954,8.54871728961371e-16
WK20_CR,0.66525968,7.0832228971085e-16
AN19,1.50584125,5.06261699229071e-16
BTH14,1.22914601,3.64785003403867e-08
JL19,2.86103315,1.5032253305014e-07
JL19_CR,2.86103315,0.000416691674848104
