0.519546,0.594298,0.663887,0.733894,0.804348,0.867311,0.937182,1.006751,1.075381,NaN,NaN,NaN,NaN,NaN,NaN
1041584.7333329,776.077161546305,201811709.20202,17708803708.185,450.838299140139,340388870.500665,1.59516844178142e-12,1.4210854715202e-14,4.44089209850063e-16,NaN,NaN,NaN,NaN,NaN,NaN
0.533977,0.604064,0.674084,0.737676,0.809524,0.873301,0.943471,1.013838,1.076794,NaN,NaN,NaN,NaN,NaN,NaN
21458.8017420142,270567313.513273,4042.74088301588,20345.6792587108,1258.16788344499,641.959259105247,5.36941668904944e-08,8.88178419700125e-15,4.44089209850063e-16,NaN,NaN,NaN,NaN,NaN,NaN
0.628496,0.697606,0.766981,0.837454,0.906924,0.976013,1.045519,1.108007,1.177626,NaN,NaN,NaN,NaN,NaN,NaN
4057540.41438426,11658.3053946835,466173242.86214,17.5744692784606,0.0103270160360949,4.73889842416142e-05,1.09097810785386e-08,7.97895083337608e-12,4.44089209850063e-16,NaN,NaN,NaN,NaN,NaN,NaN
0.607617,0.679778,0.749586,0.821475,0.891274,0.954628,1.024061,1.087339,1.150193,1.22053,1.283155,1.354514,NaN,NaN,NaN
77729.326793761,29683.8609125981,21145910.4726404,489.528459631934,570.44557920119,99.1080957326366,62965646.553241,4240444.19617185,246317541.201736,495.628680111299,15758472.100121,8.88178419700125e-16,NaN,NaN,NaN
0.605812,0.678819,0.752035,0.81842,0.885905,0.953165,1.019881,1.087842,1.166231,NaN,NaN,NaN,NaN,NaN,NaN
438.186725861333,7.42313485385925,451821.111573351,159.319743076788,336001.961409298,0.000437156850366494,0.00347352586949468,2.0261792244014e-11,2.22044604925031e-16,NaN,NaN,NaN,NaN,NaN,NaN
0.60083,0.669491,0.737885,0.806467,0.874586,0.943144,1.011587,1.081145,NaN,NaN,NaN,NaN,NaN,NaN,NaN
86400.4822875625,777.078870733391,21.906314329342,5961.98942960305,6.02584426090402e-06,2.91310442435133e-09,5.55111512312578e-15,2.22044604925031e-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.51933,0.589583,0.661378,0.731631,0.801828,0.865178,0.935094,1.004687,1.067811,1.137738,NaN,NaN,NaN,NaN,NaN
104747.550437314,79956.5257663014,3648452809.65943,637056013681.206,89046.2020183903,406275.702424223,1.96303369115469e-08,7.11120051732905e-12,2.22044604925031e-15,4.44089209850063e-16,NaN,NaN,NaN,NaN,NaN
0.498273,0.564363,0.630345,0.69603,0.765278,0.832245,0.898268,0.964136,1.029665,1.096296,1.162529,1.228507,1.294328,1.360564,NaN
138123.57884253,20221217.762127,24567953.7031638,30.1653554860111,20.8052176412796,275367.760827322,2800735400.97578,4184.66922350667,123581405.684303,3230.39043267262,0.151199531652816,56.7880430070014,0.00462317479180907,8.88178419700125e-16,NaN
0.548628,0.614638,0.681405,0.747506,0.81357,0.879468,0.939005,1.001125,1.068584,1.136051,1.204462,NaN,NaN,NaN,NaN
523699357.607783,707888.312753648,3062450.38776472,1045742.59775178,2564768894.13501,1559.91708702463,568709871.568305,363052.298412176,2.57038834661216e-12,2.22044604925031e-15,2.66453525910038e-15,NaN,NaN,NaN,NaN
0.516668,0.585184,0.653684,0.722188,0.791786,0.859952,0.928181,0.997839,1.059758,1.127643,NaN,NaN,NaN,NaN,NaN
2691192.14027133,7658.26324035529,6787204.72475138,4349019.7828328,5788.97707851,2.77408002529178e-05,1.24677601576195e-09,4.30766533554561e-14,4.44089209850063e-16,0,NaN,NaN,NaN,NaN,NaN
0.560332,0.629299,0.698353,0.7671,0.835873,0.905275,0.976185,1.039521,1.109485,1.179602,1.249407,1.318446,NaN,NaN,NaN
1730587.95403975,3450.38068495291,20666183.4088803,52565.6775091547,205080.099083866,707527072.643562,479.198728667165,14893055773.5838,5.78648240434632e-12,1.77635683940025e-12,8.88178419700125e-16,4.44089209850063e-16,NaN,NaN,NaN
0.541229,0.612898,0.682943,0.745875,0.808959,0.871973,0.933985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25445.375806245,6.99914699241334,3.20071415189919,61.1065293313767,174.192757984234,1.90514271025677e-12,4.44089209850063e-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.639969,0.710731,0.783841,0.8546,0.925635,0.989461,1.060357,1.130036,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18279.1566613234,10696051.2347673,37014.2254384372,1646.74341932856,0.0162050377732255,1.40886995403378e-08,5.34368105320482e-11,2.22044604925031e-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.498366,0.568517,0.640062,0.703503,0.767144,0.830946,0.894253,0.963523,1.024982,1.092307,1.157891,1.224839,1.284104,1.345687,1.411633
431697.540827606,2544761.81123294,2415024.15484244,4354488.35182877,1235022.44068204,1517365.69168897,460492.972803317,144.119954933604,137665625.830178,73932238.8274444,1927410631.29887,102327024.486791,69013191.4266371,697843274.961461,2.22044604925031e-16
0.543835,0.615982,0.689145,0.760891,0.832672,0.903556,0.975102,1.046431,1.115864,1.193738,1.25802,NaN,NaN,NaN,NaN
1962661.77383753,16077986.5146144,1187.06823834355,8391.96751442194,3266.64612788339,3596.90278579831,4594498.99052009,64651692.1003645,23469.043251987,3.41948691584548e-14,8.88178419700125e-16,NaN,NaN,NaN,NaN
0.587297,0.656248,0.724575,0.802865,0.871741,0.940879,1.002802,1.07277,1.143145,1.211236,NaN,NaN,NaN,NaN,NaN
6102905.40155656,71821.980381928,46878.9115558209,7592.86314150015,554534153.817804,76378.651143639,369082645592.855,7.51946060972841e-10,6.83897383169096e-14,4.44089209850063e-16,NaN,NaN,NaN,NaN,NaN
0.523041,0.591234,0.658997,0.72008,0.77955,0.852828,0.925936,0.992405,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28493.9831044502,55.2789692591817,16.9415559585193,122448.178030663,2773449.80016149,9.49194156607547e-08,4.35429470257986e-12,4.44089209850063e-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.563195,0.630948,0.698766,0.792648,0.876425,0.938419,1.000204,1.061803,1.13126,1.199917,1.268105,NaN,NaN,NaN,NaN
21816.5151137888,438.843048095986,164.002643316202,9.37988500475827,47226.3280994313,125756.59762601,2.35456525692879,3.98630437770109e-07,4.0446712645803e-10,2.18917328709267e-10,6.66133814775094e-16,NaN,NaN,NaN,NaN
3.364551,3.511142,3.609962,3.681733,3.753146,3.821133,3.88956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4240.79069746341,2970437.91247366,34.3991467219362,0.0403436128705725,1.58214082324193e-05,2.28346230812804e-11,8.88178419700125e-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.486065,0.555702,0.625736,0.6933,0.763388,0.824564,0.893523,0.973922,NaN,NaN,NaN,NaN,NaN,NaN,NaN
414378.700620816,800.189101389181,1986363220.55681,0.12083561606958,0.000111438893746652,5.35396171841285e-10,1.31894495325469e-13,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.554698,0.623364,0.692779,0.762232,0.828907,0.892017,0.962809,1.026249,NaN,NaN,NaN,NaN,NaN,NaN,NaN
275914.770794205,105.119985700147,1144659328.76158,45281386543.1226,2917519624.3174,2399.67476877613,3.74994701957121e-10,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.627047,0.704255,0.788396,0.861729,0.939529,1.048291,1.150502,1.252145,1.35658,NaN,NaN,NaN,NaN,NaN,NaN
1657913.1079777,2043.63572626756,1645082.83850724,14720773.6518692,1560574642.07766,3.53099617962371e-05,1.03645980686906e-10,9.9031893796564e-14,0,NaN,NaN,NaN,NaN,NaN,NaN
1.36739,1.516308,1.715317,1.809822,1.881364,2.079859,2.273983,2.349974,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29949.5522113525,61.9161743200924,53.2961306409766,183.598256016756,650.357334689218,2.34611219340763e-10,2.44249065417534e-14,4.44089209850063e-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.167646,1.457594,1.542781,1.628734,1.863411,2.080001,2.149841,2.217811,2.330546,2.437448,NaN,NaN,NaN,NaN,NaN
3444114.5813759,985495.855590609,666080.785976333,43337237612.574,12473.9429542048,692.335221902504,1090962786.73664,940.720063692078,3.5527136788005e-14,8.88178419700125e-16,NaN,NaN,NaN,NaN,NaN
1.084578,1.192944,1.28775,1.357492,1.45493,1.559355,1.670508,1.771744,1.852279,1.925852,NaN,NaN,NaN,NaN,NaN
