191.379435,204.158285,216.920009,229.691678,242.451873,255.224314,266.722114,279.486506,292.246322,303.741873,316.565138,328.043553,340.762129,352.242009,364.959973,376.410248,389.125828,401.845189,414.560912,427.303423,440.060582,452.819694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1536727761.73872,176107750.087075,6466148.15476267,9547366770.79081,51362917788.3361,162524816.270433,6712293880613.79,45094838192.3649,23112797808.6511,23964785.2063345,8733598.81577303,12861049450896.6,12865903.1223188,230654.705094683,20400303.5591101,6459088632666.94,52.4032223801874,26.1455175014099,10.7178941056691,11.3903204824195,304921753773652,7.78071385099111e-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187.897859,200.681422,213.410337,224.75986,237.39905,248.795273,261.455989,274.112296,286.765609,298.158832,310.805623,322.194204,334.797138,347.407775,358.754366,371.36591,382.710712,395.360855,408.01151,420.66964,433.299132,445.906702,458.510942,471.117242,NaN,NaN,NaN,NaN,NaN,NaN,NaN
777723045.277486,3445420727.17375,1027498588.9157,100717364.763699,3910855934.77513,60319673.2034573,891435.056954262,4047831536.27532,8749281.22899575,28554651862.2269,778138807.550122,55972284518568.6,576304090.281506,4.97818176870102,5447536.5091633,57700283560.1491,368215041.462934,0.0756371251401351,8680685.57183287,7670283.77823817,11.5802707104379,3.37609910219739,123.506774493795,3.47166073666472e-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
188.629092,201.613981,214.413408,227.203483,239.994826,252.743634,264.215112,276.96526,288.44604,301.217348,312.733622,325.531472,337.037794,349.82286,361.326957,372.842024,384.351382,395.88037,407.382009,418.856693,430.331407,441.805363,453.280134,466.04275,477.5218,490.278681,503.034087,515.784819,NaN,NaN,NaN
351612853.274389,49036874159.2957,157912508.01039,244290277027.61,53803664640.1341,203398233.056804,713232.510921355,156606974.573834,5683680.72269776,469547008.023694,7647338566.81925,42554679.0491866,2009462967.21751,542902490.893686,33898474259.3501,448153960216.663,124790803536.447,81914122550.5627,2425633.85603191,318768171631950,4.92932570308114e+15,61934257213970.5,196520622534803,79203.9577184405,198466659853044,2945.92571016091,14551148.5640502,3.73212571957993e-12,NaN,NaN,NaN
186.86513,199.637866,212.36447,225.087155,237.795922,250.48771,263.210828,274.632179,287.31571,298.781905,311.513144,322.953371,335.661355,347.146549,359.881146,372.574293,385.292095,398.01175,410.735404,423.475307,436.213102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13756566724.102,27744696.0694666,16791100793.6182,46102708.478987,278437251.387417,12537023021.3018,11967567106.8736,85615155474.6472,1818764409805.25,4865292761852.65,190934338568858,1124417943681.43,2377321496.00934,2368815248792.45,2612186184.20162,612568926481754,271350801856930,151703831740618,802.972110654408,1.4927020146607,1.18127729820117e-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
188.01546,200.778611,213.4766,226.196399,238.938398,251.603162,263.005192,275.666362,287.069078,299.806296,312.550576,324.022088,336.77895,349.550516,362.318406,373.791794,385.240318,396.668175,409.346153,422.017583,434.688941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34580273822.2346,809614999840.058,418974690.594134,203303653.709631,10780934.7484156,255806370.565213,5772141780.4456,10496380167.0536,1409705444.85108,951.27884097734,367359.149718001,154317061831279,65863165499291.2,294096523.339799,7352949.8086507,5155648.32196836,459146.354670575,4165562527.07876,498001758674926,7.25983717586587e-11,1.47061474109478e-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
