Row,avg_time,avg_err
WLK21,20.05050253,1.07469588783715e-15
WK20,32.81376043,1.0857981180834e-15
WLK21_CR,20.05050253,1.0902390101819e-15
WK20_CR,32.81376043,1.13242748511766e-15
AN19,206.07430436,4.44472620930725e-10
JL19,49.34292978,9.52118850428008e-11
JL19_CR,49.34292978,7.67775096615742e-06
