Row,avg_time,avg_err
WLK21,2.63185666,5.32907051820075e-16
WK20,8.88770301,4.5852210917019e-16
WLK21_CR,2.63185666,5.67323965583455e-16
WK20_CR,8.88770301,5.51780843238703e-16
AN19,173.71830653,8.32200974798525e-14
JL19,21.92033994,9.64520590213736e-05
JL19_CR,21.92033994,9.6461288748958e-05
