Row,avg_time,avg_err
WLK21,5830.1712674,6.48370246381091e-15
WK20,7596.7875542,1.49658063719471e-14
WLK21_CR,5830.1712674,6.61692922676593e-15
WK20_CR,7596.7875542,1.56763491077072e-14
JL19,13793.83085,3.2682871520251e-09
JL19_CR,13793.83085,7.24529867368595e-06
