592.439126,597.091237,602.073623,606.927416,611.360516,615.738354,620.462953,625.190731,629.732047,634.32218,638.802072,643.473016,648.093175,652.546913,656.920817,663.481645,670.048302,676.237472,681.590031,687.588496,694.469381,699.910045,706.28669
0.0009677174456173,0.000268719440637,3.85638082143203e-05,6.99215515620466e-06,1.44391999468141e-06,3.30072444931773e-07,8.87150675143999e-08,2.66542126148295e-08,8.06845501521991e-09,2.2487316453379e-09,5.30928412345588e-10,1.33283384329275e-10,3.98565624948333e-11,1.23008270236369e-11,3.40838468559923e-12,8.56203996590921e-13,2.20712337295481e-13,6.72795152922845e-14,2.22044604925031e-14,6.21724893790088e-15,1.11022302462516e-15,4.44089209850063e-16,4.44089209850063e-16
543.702558,548.359748,553.215821,557.736422,562.272287,566.864073,571.464381,576.068167,580.678755,585.277065,589.844096,594.419221,598.921162,603.302209,607.67038,612.031436,616.428625,621.239627,625.608833,629.970041,634.33991,638.834891,639.714747
0.00106298903187541,0.000335345871839587,4.86586480716866e-05,8.74561706498689e-06,1.80564657203952e-06,4.34594596532278e-07,1.14622960678545e-07,3.43297301697021e-08,1.06892275031356e-08,2.68835975703041e-09,6.28532115243274e-10,1.74381842299454e-10,5.15849585269734e-11,1.49134038451848e-11,3.89532850419982e-12,1.07269748639283e-12,3.11306536104894e-13,8.41549052665869e-14,2.19824158875781e-14,6.66133814775094e-15,1.55431223447522e-15,0,-2.22044604925031e-16
678.247557,682.573928,686.900761,691.229499,695.547376,699.936311,704.59331,709.323924,714.055908,718.742332,723.360955,728.010455,732.732094,737.539887,741.978095,746.356827,750.80498,751.251219,NaN,NaN,NaN,NaN,NaN
0.000448362803687763,6.56422887874708e-05,6.35651663838388e-06,7.85384824952828e-07,1.35156293490368e-07,2.90158177485011e-08,5.73128522418642e-09,1.03059005773787e-09,1.98241867366278e-10,3.40736328041658e-11,6.15529849312679e-12,1.44084744135853e-12,3.09974268475344e-13,5.08482145278322e-14,8.43769498715119e-15,1.77635683940025e-15,4.44089209850063e-16,4.44089209850063e-16,NaN,NaN,NaN,NaN,NaN
407.417202,411.639893,415.843379,420.092217,424.355942,428.599859,432.962229,437.329276,441.588812,445.8593,450.150687,454.365477,458.59795,462.825971,467.042731,471.312423,475.55698,480.557324,NaN,NaN,NaN,NaN,NaN
0.000499305515563098,7.62486986625177e-05,6.35686723526874e-06,8.42584903626431e-07,1.42286000315295e-07,3.03043568017358e-08,5.6655728997157e-09,1.03105479709598e-09,1.91841653673919e-10,3.24680282659529e-11,6.30495655684626e-12,1.47704071196131e-12,2.8066438062524e-13,4.30766533554561e-14,8.43769498715119e-15,2.66453525910038e-15,4.44089209850063e-16,4.44089209850063e-16,NaN,NaN,NaN,NaN,NaN
468.902385,473.151396,477.402726,481.637948,485.885551,490.131064,494.367599,498.615155,502.820494,507.016674,511.232619,515.48108,519.716769,523.966605,528.216693,532.458237,536.714476,537.620172,NaN,NaN,NaN,NaN,NaN
0.000502308222737113,8.38879133837622e-05,8.37380878992988e-06,1.01754699177725e-06,1.54570633625895e-07,3.54873486152485e-08,7.642253496698e-09,1.36927669203146e-09,2.31873853451248e-10,4.23991952658298e-11,9.43156663879563e-12,1.85940152164221e-12,3.47721851312599e-13,6.92779167366098e-14,1.33226762955019e-14,2.88657986402541e-15,6.66133814775094e-16,1.11022302462516e-15,NaN,NaN,NaN,NaN,NaN
