Row,avg_time,avg_err
WLK21,2709.4946452,1.62536650805123e-14
WK20,10656.6258064,1.50102152929321e-14
WLK21_CR,2709.4946452,1.61648472385423e-14
WK20_CR,10656.6258064,1.49658063719471e-14
JL19,13469.6849508,1.26941622717869e-05
JL19_CR,13469.6849508,1.2694730145979e-05
