Row,avg_time,avg_err
WLK21,32.9028032,5.55111512312578e-16
WK20,113.3037964,5.32907051820075e-16
WLK21_CR,32.9028032,1.4210854715202e-15
WK20_CR,113.3037964,7.99360577730113e-16
JL19,366.2401438,5.32907051820075e-16
JL19_CR,366.2401438,6.17284001691587e-15
