Row,avg_time,avg_err
WLK21,246.4509386,1.64313007644523e-15
WK20,522.3050512,1.95399252334028e-15
WLK21_CR,246.4509386,1.46549439250521e-15
WK20_CR,522.3050512,1.55431223447522e-15
JL19,831.7304178,9.45719058620398e-12
JL19_CR,831.7304178,7.42749716309277e-06
