Row,avg_time,avg_err
WLK21,639.5639102,3.5527136788005e-16
WK20,1706.1515726,3.99680288865056e-16
WLK21_CR,639.5639102,5.32907051820075e-16
WK20_CR,1706.1515726,7.54951656745106e-16
JL19,3351.2274402,2.22044604925031e-16
JL19_CR,3351.2274402,1.4432899320127e-14
