Row,avg_time,avg_err
WLK21,180.1177562,1.24344978758018e-15
WK20,362.809805,1.33226762955019e-15
WLK21_CR,180.1177562,1.06581410364015e-15
WK20_CR,362.809805,1.4210854715202e-15
JL19,830.1936188,1.1462248843408e-07
JL19_CR,830.1936188,0.000520465620124355
